epoch,train_loss,train_recon,train_kl,val_loss,val_recon,val_kl
0,1.1237660646438599,1.1201021671295166,0.3663843274116516,1.870088815689087,1.8689924478530884,0.10964089632034302
1,1.1039146184921265,1.1007667779922485,0.3147889971733093,1.855850338935852,1.8547922372817993,0.10580524057149887
2,1.0858328342437744,1.0831137895584106,0.27190181612968445,1.843923807144165,1.8428881168365479,0.10356324911117554
3,1.0720411539077759,1.0694937705993652,0.2547418773174286,1.8317261934280396,1.8306941986083984,0.10320470482110977
4,1.0619369745254517,1.0596296787261963,0.23072530329227448,1.8205461502075195,1.8194990158081055,0.10471659153699875
5,1.051787257194519,1.049643635749817,0.21435974538326263,1.8101601600646973,1.8090840578079224,0.10760966688394547
6,1.04388427734375,1.0418599843978882,0.20243170857429504,1.800378441810608,1.7992600202560425,0.11184399574995041
7,1.0343433618545532,1.032419204711914,0.19241927564144135,1.7913031578063965,1.7901314496994019,0.11717397719621658
8,1.0270121097564697,1.0252654552459717,0.1746644526720047,1.7821098566055298,1.7808743715286255,0.12354347854852676
9,1.0189682245254517,1.017364501953125,0.16037525236606598,1.7728365659713745,1.7715259790420532,0.13105866312980652
10,1.011270523071289,1.0097143650054932,0.15561889111995697,1.7644094228744507,1.7630119323730469,0.13974903523921967
11,1.0043675899505615,1.0027997493743896,0.15678052604198456,1.755637764930725,1.754141092300415,0.1496635228395462
12,0.9979320764541626,0.9963338375091553,0.15982648730278015,1.746679425239563,1.7450717687606812,0.16076849400997162
13,0.9908000230789185,0.9891424179077148,0.16575907170772552,1.7373265027999878,1.7355952262878418,0.17313271760940552
14,0.9820531010627747,0.9803184866905212,0.17346371710300446,1.7280726432800293,1.726204752922058,0.18679405748844147
15,0.974349856376648,0.9725261330604553,0.1823706030845642,1.7180767059326172,1.716058373451233,0.20183762907981873
16,0.9655929207801819,0.9636659622192383,0.19269868731498718,1.707982063293457,1.705798864364624,0.21832069754600525
17,0.9562227129936218,0.9541678428649902,0.2054881602525711,1.6971739530563354,1.6948108673095703,0.23630361258983612
18,0.9459527134895325,0.9437487721443176,0.22039420902729034,1.6862376928329468,1.6836793422698975,0.2558322846889496
19,0.9345059990882874,0.9321296215057373,0.23763494193553925,1.6744412183761597,1.6716712713241577,0.27699223160743713
20,0.9227482080459595,0.920175313949585,0.25728678703308105,1.6618335247039795,1.658834457397461,0.2999052107334137
21,0.9092792272567749,0.9064850807189941,0.27941277623176575,1.648188591003418,1.6449410915374756,0.32475364208221436
22,0.8948902487754822,0.8918489217758179,0.3041348159313202,1.633531093597412,1.630013346672058,0.35176920890808105
23,0.8801469802856445,0.8768282532691956,0.33187565207481384,1.6190506219863892,1.6152393817901611,0.3811257779598236
24,0.8640970587730408,0.8604667782783508,0.3630298376083374,1.604185938835144,1.6000555753707886,0.4130312204360962
25,0.8466521501541138,0.8426727056503296,0.39794227480888367,1.5874630212783813,1.5829856395721436,0.4477328658103943
26,0.8279692530632019,0.8236026763916016,0.4366556704044342,1.5701407194137573,1.5652860403060913,0.48546841740608215
27,0.8094235062599182,0.8046282529830933,0.47952762246131897,1.5521129369735718,1.5468487739562988,0.5264180898666382
28,0.7895532846450806,0.7842854261398315,0.52678382396698,1.5341037511825562,1.5283970832824707,0.570668637752533
29,0.7700569033622742,0.7642707228660583,0.5786164999008179,1.5139119625091553,1.5077295303344727,0.6182376146316528
30,0.7504448294639587,0.7440969944000244,0.6347839832305908,1.4938764572143555,1.4871859550476074,0.6690447926521301
31,0.7320927381515503,0.7251412272453308,0.6951517462730408,1.4732718467712402,1.4660414457321167,0.723035991191864
32,0.7138461470603943,0.7062608003616333,0.7585364580154419,1.4512382745742798,1.4434388875961304,0.779944121837616
33,0.697860598564148,0.6896165609359741,0.8244048357009888,1.4273523092269897,1.4189565181732178,0.8395755290985107
34,0.68359375,0.6746760010719299,0.8917732238769531,1.4015904664993286,1.3925700187683105,0.9020459055900574
35,0.6707350611686707,0.6611530184745789,0.9582056999206543,1.3737635612487793,1.364088773727417,0.9674782156944275
36,0.6585239171981812,0.6483096480369568,1.0214277505874634,1.3438631296157837,1.3334981203079224,1.036505937576294
37,0.6479106545448303,0.6371161341667175,1.079450249671936,1.3112728595733643,1.3001765012741089,1.1096336841583252
38,0.6378844976425171,0.6265759468078613,1.1308523416519165,1.277090311050415,1.2652146816253662,1.1875611543655396
39,0.6284112930297852,0.616665244102478,1.174605369567871,1.2413338422775269,1.2286245822906494,1.2709294557571411
40,0.6194812059402466,0.6073814034461975,1.2099825143814087,1.205036997795105,1.1914361715316772,1.3600869178771973
41,0.6102178692817688,0.5978483557701111,1.2369518280029297,1.1682474613189697,1.1536946296691895,1.4552823305130005
42,0.6020539999008179,0.5894851088523865,1.2568913698196411,1.1311206817626953,1.1155555248260498,1.5565211772918701
43,0.5952894687652588,0.5825756788253784,1.2713779211044312,1.0951414108276367,1.078508734703064,1.6632704734802246
44,0.5885047316551208,0.5756906270980835,1.2814087867736816,1.059100866317749,1.0413525104522705,1.7748357057571411
45,0.5821033120155334,0.5692283511161804,1.2874938249588013,1.0237067937850952,1.0048061609268188,1.8900580406188965
46,0.5772708058357239,0.5643556714057922,1.2915127277374268,0.9880639314651489,0.967987596988678,2.0076358318328857
47,0.5723004341125488,0.5593619346618652,1.293847918510437,0.952737033367157,0.9314748644828796,2.126218318939209
48,0.5674602389335632,0.554494321346283,1.2965927124023438,0.9164447784423828,0.8939974904060364,2.2447307109832764
49,0.5626052618026733,0.5496065616607666,1.2998720407485962,0.8800461292266846,0.8564200401306152,2.362607479095459
50,0.5586463212966919,0.5456056594848633,1.3040640354156494,0.8428999185562134,0.818103551864624,2.479635238647461
51,0.5542199611663818,0.5411250591278076,1.3094912767410278,0.8055378198623657,0.7795767188072205,2.596112012863159
52,0.5493233799934387,0.5361596345901489,1.3163743019104004,0.7672157883644104,0.7400893568992615,2.7126448154449463
53,0.5442799925804138,0.5310295820236206,1.3250423669815063,0.728570282459259,0.7002680897712708,2.830221652984619
54,0.5392587184906006,0.525906503200531,1.3352223634719849,0.6904783844947815,0.6609790325164795,2.949937105178833
55,0.5341439843177795,0.5206772089004517,1.3466771841049194,0.652644157409668,0.6219169497489929,3.0727219581604004
56,0.529209554195404,0.5156104564666748,1.3599119186401367,0.6150540709495544,0.583060085773468,3.1994001865386963
57,0.5248116850852966,0.5110625624656677,1.374910593032837,0.5791793465614319,0.5458749532699585,3.3304402828216553
58,0.5204370021820068,0.5065237879753113,1.391318440437317,0.5448806285858154,0.5102189183235168,3.4661736488342285
59,0.5157058835029602,0.5016200542449951,1.4085845947265625,0.5124472379684448,0.4763844907283783,3.6062722206115723
60,0.5121026635169983,0.49784380197525024,1.425887942314148,0.4823608994483948,0.4448583722114563,3.7502524852752686
61,0.5082575082778931,0.4938206672668457,1.443684458732605,0.455243319272995,0.4162771999835968,3.896611213684082
62,0.5047335028648376,0.4901178777217865,1.461563229560852,0.43084844946861267,0.3904106914997101,4.043776988983154
63,0.501263439655304,0.48647332191467285,1.4790096282958984,0.40896692872047424,0.36707672476768494,4.189021587371826
64,0.4975772500038147,0.4826216399669647,1.4955613613128662,0.3899029791355133,0.34660276770591736,4.330021858215332
65,0.49450817704200745,0.4793992340564728,1.5108948945999146,0.37303197383880615,0.3283897340297699,4.464222431182861
66,0.49087947607040405,0.47563034296035767,1.5249124765396118,0.3580726683139801,0.31218960881233215,4.588305950164795
67,0.4877151846885681,0.4723346531391144,1.5380536317825317,0.34449318051338196,0.29749906063079834,4.6994123458862305
68,0.48423144221305847,0.468727707862854,1.5503736734390259,0.3316695988178253,0.2837103009223938,4.7959303855896
69,0.48101213574409485,0.46539396047592163,1.5618164539337158,0.31947001814842224,0.2707057297229767,4.876428127288818
70,0.4777246415615082,0.46199852228164673,1.57261323928833,0.30764955282211304,0.25824663043022156,4.940293312072754
71,0.47407007217407227,0.458241730928421,1.5828336477279663,0.29609400033950806,0.24621717631816864,4.987682819366455
72,0.4706757366657257,0.4547481834888458,1.592755913734436,0.2850074768066406,0.2348095327615738,5.0197954177856445
73,0.46757838129997253,0.4515549838542938,1.6023386716842651,0.27422478795051575,0.22384428977966309,5.038050174713135
74,0.46348676085472107,0.4473664462566376,1.612031102180481,0.2640853226184845,0.21364112198352814,5.044419288635254
75,0.4601457715034485,0.44392403960227966,1.622174620628357,0.25471678376197815,0.20430371165275574,5.0413079261779785
76,0.45680081844329834,0.4404723346233368,1.6328489780426025,0.2463400512933731,0.19602902233600616,5.031102657318115
77,0.4529033303260803,0.43646252155303955,1.6440823078155518,0.2387930303812027,0.18863040208816528,5.016262531280518
78,0.4494752585887909,0.43291616439819336,1.655910611152649,0.23224936425685883,0.1822575479745865,4.999181270599365
79,0.44588175415992737,0.4291989207267761,1.6682846546173096,0.22640973329544067,0.1765904575586319,4.98192834854126
80,0.44218435883522034,0.42537274956703186,1.6811604499816895,0.22138585150241852,0.17172405123710632,4.966179847717285
81,0.43860918283462524,0.42166462540626526,1.6944553852081299,0.2169743925333023,0.16744190454483032,4.953248500823975
82,0.43528977036476135,0.4182090759277344,1.7080692052841187,0.21308939158916473,0.1636492758989334,4.944011688232422
83,0.43151816725730896,0.414299339056015,1.7218835353851318,0.20968219637870789,0.16029216349124908,4.939003944396973
84,0.4283062815666199,0.4109477698802948,1.7358500957489014,0.20645129680633545,0.15706735849380493,4.938394069671631
85,0.42414143681526184,0.40664201974868774,1.7499403953552246,0.20351076126098633,0.15409010648727417,4.942065715789795
86,0.4206933379173279,0.40305256843566895,1.7640782594680786,0.2008669078350067,0.1513676941394806,4.949921131134033
87,0.4171561002731323,0.3993740379810333,1.7782071828842163,0.1983831524848938,0.1487695425748825,4.961360454559326
88,0.41371724009513855,0.3957941234111786,1.7923119068145752,0.19593524932861328,0.14617468416690826,4.976057529449463
89,0.4101925194263458,0.3921288251876831,1.8063695430755615,0.19357550144195557,0.14364157617092133,4.993393421173096
90,0.40690433979034424,0.38870102167129517,1.8203318119049072,0.19147303700447083,0.14134614169597626,5.012689113616943
91,0.4029995799064636,0.38465794920921326,1.8341625928878784,0.1894753873348236,0.13914236426353455,5.033302307128906
92,0.39996978640556335,0.38149163126945496,1.847815752029419,0.1876406967639923,0.1370939016342163,5.054679870605469
93,0.39661258459091187,0.377999484539032,1.861309289932251,0.18585017323493958,0.135086327791214,5.0763840675354
94,0.39319169521331787,0.3744450509548187,1.8746633529663086,0.18418200314044952,0.1332019567489624,5.0980048179626465
95,0.389944851398468,0.3710656464099884,1.8879212141036987,0.18270693719387054,0.13151441514492035,5.1192522048950195
96,0.38690319657325745,0.36789223551750183,1.901096224784851,0.1812492161989212,0.1298510879278183,5.139813423156738
97,0.38392841815948486,0.3647865355014801,1.9141874313354492,0.17991797626018524,0.12832243740558624,5.159554481506348
98,0.38081249594688416,0.36154043674468994,1.9272065162658691,0.17868740856647491,0.12690332531929016,5.178408622741699
99,0.3774785101413727,0.35807719826698303,1.9401302337646484,0.17752158641815186,0.12555906176567078,5.19625186920166
